expression; size; sliced on; sign slice; sign size; sign time (ns) ; parity slice; parity size; parity time ; concrete slice; concrete size; concrete time 
(let* ((qkqtux (letrec* ((hyp -30)) hyp)) (didl -22) (fxpu -7) (pstih -27)) (- (if (< 26 (- (- 23 1) (- didl (* (/ (- -3 (- (/ fxpu -22) 22)) pstih) (+ 25 -11))))) (if (< (* didl (- -29 (- pstih (/ 0 fxpu)))) pstih) (letrec* ((to qkqtux)) 30) (begin pstih didl (* (* fxpu -17) -28))) -5) (if #t -3 (begin (set! fxpu (if #t (if #t -10 pstih) didl)) (- qkqtux 13) (/ -1 (+ pstih didl)) -20))));96;-5;(let* ((qkqtux (letrec* ((hyp -30)) hyp)) (didl -22) (fxpu -7) (pstih -27)) (- (if (< 26 (- (- 23 1) (- didl (* (/ (- -3 (- (/ fxpu -22) 22)) pstih) (+ 25 -11))))) (if (< (* didl (- -29 (- pstih (/ 0 fxpu)))) pstih) (letrec* () 30) (begin (* (* fxpu -17) -28))) -5) (if #t -3 (begin -20))));74;200;(let* ((qkqtux (letrec* ((hyp -30)) hyp)) (didl -22) (fxpu -7) (pstih -27)) (- (if (< 26 (- (- 23 1) (- didl (* (/ (- -3 (- (/ fxpu -22) 22)) pstih) (+ 25 -11))))) (if (< (* didl (- -29 (- pstih (/ 0 fxpu)))) pstih) (letrec* () 30) (begin (* (* fxpu -17) -28))) -5) (if #t -3 (begin -20))));74;200;(let* ((qkqtux (letrec* ((hyp -30)) hyp)) (didl -22) (fxpu -7) (pstih -27)) (- (if (< 26 (- (- 23 1) (- didl (* (/ (- -3 (- (/ fxpu -22) 22)) pstih) (+ 25 -11))))) (if (< (* didl (- -29 (- pstih (/ 0 fxpu)))) pstih) (letrec* () 30) (begin (* (* fxpu -17) -28))) -5) (if #t -3 (begin -20))));74;300
(let ((wdrlw 1) (wpfsso 24) (cl -16) (ivlyzj (+ 10 22)) (aq (if #t 27 -18)) (q -2)) -28);14;23;(let ((q -2)) '());3;300;(let ((q -2)) '());3;200;(let ((q -2)) '());3;100
(let* ((iwr -5) (e (begin -24 0)) (xnescx 29) (gt -11) (jbz -12)) 16);9;-11;(let* ((jbz -12)) '());3;300;(let* ((jbz -12)) '());3;200;(let* ((jbz -12)) '());3;100
(letrec* ((a 8) (ipgkua (begin (begin 8 27) (+ 6 -2) 24 -23)) (i -11) (uu (- -12 (if #f 15 -2))) (puo 9) (olo -30)) (- -30 (if #f (/ (+ (- (* (/ ipgkua ipgkua) (/ a i)) -27) ipgkua) (/ (begin (/ olo 29) 18) (if #t 21 (if #f (/ -29 uu) a)))) -24)));64;9;(letrec* ((uu (- -12 (if #f 15 -2)))) '());9;200;(letrec* ((uu (- -12 (if #f 15 -2)))) '());9;400;(letrec* ((uu (- -12 (if #f 15 -2)))) '());9;200
(let* ((d 14) (romqj (let* ((kbrle -12) (cmvfa 11)) (if (< (+ kbrle (* -5 -25)) 1) (if #t 23 (* kbrle 15)) -13))) (hlo -10) (hpluq (begin 1 15)) (knabok 6) (sujkb 11)) (+ 13 d));34;11;(let* ((romqj (let* ((kbrle -12)) (if (< (+ kbrle (* -5 -25)) 1) (if #t 23 (* kbrle 15)) -13))) (sujkb 11)) '());24;300;(let* ((romqj (let* ((kbrle -12)) (if (< (+ kbrle (* -5 -25)) 1) (if #t 23 (* kbrle 15)) -13))) (sujkb 11)) '());24;100;(let* ((romqj (let* ((kbrle -12)) (if (< (+ kbrle (* -5 -25)) 1) (if #t 23 (* kbrle 15)) -13))) (sujkb 11)) '());24;200
(let* ((z (* -26 (begin 2 6 -8))) (nyqfdl (letrec* ((vf -1)) (- 6 (/ -23 vf)))) (s 26) (gbmu (if #f 30 -25)) (kjgxt -25)) (if (< -5 30) (+ (/ (let* ((dgi s)) z) nyqfdl) 17) (let* ((gunce (if #f (* 22 (+ (+ 30 (- (* (+ -30 17) 3) z)) (/ 9 -1))) z)) (krs (/ (* (* 21 -19) -9) -11))) (if (= 19 gbmu) (begin (set! nyqfdl krs) 7) (begin -20 gbmu)))));85;-18;(let* ((z (* -26 (begin -8))) (nyqfdl (letrec* ((vf -1)) (- 6 (/ -23 vf)))) (gbmu (if #f 30 -25))) (if (< -5 30) (+ (/ (let* () z) nyqfdl) 17) (let* ((gunce (if #f (* 22 (+ (+ 30 (- (* (+ -30 17) 3) z)) (/ 9 -1))) z)) (krs (/ (* (* 21 -19) -9) -11))) '())));69;800;(let* ((z (* -26 (begin -8))) (nyqfdl (letrec* ((vf -1)) (- 6 (/ -23 vf)))) (gbmu (if #f 30 -25))) (if (< -5 30) (+ (/ (let* () z) nyqfdl) 17) (let* ((gunce (if #f (* 22 (+ (+ 30 (- (* (+ -30 17) 3) z)) (/ 9 -1))) z)) (krs (/ (* (* 21 -19) -9) -11))) '())));69;300;(let* ((z (* -26 (begin -8))) (nyqfdl (letrec* ((vf -1)) (- 6 (/ -23 vf)))) (s 26) (gbmu (if #f 30 -25))) (if (< -5 30) (+ (/ (let* () z) nyqfdl) 17) (let* ((gunce (if #f (* 22 (+ (+ 30 (- (* (+ -30 17) 3) z)) (/ 9 -1))) z)) (krs (/ (* (* 21 -19) -9) -11))) '())));70;300
(let* ((qm (if #t (if #f (if #t 7 (/ -21 -18)) -21) 13)) (dvs 23) (xtm (/ 9 26)) (ih 5) (lduv -3)) (* (if (< qm (* (- (+ 7 -16) dvs) (- ih 3))) (- (let* ((st (- -12 -9))) (* -30 (- ih st))) (begin lduv ih)) -21) (- 26 -18)));62;-2;(let* ((qm (if #t (if #f (if #t 7 (/ -21 -18)) -21) 13)) (dvs 23) (ih 5) (lduv -3)) (* (if (< qm (* (- (+ 7 -16) dvs) (- ih 3))) (- (let* ((st (dummy 3))) (* -30 (- ih st))) (begin ih)) -21) (- 26 -18)));56;200;(let* ((qm (if #t (if #f (if #t 7 (/ -21 -18)) -21) 13)) (dvs 23) (ih 5) (lduv -3)) (* (if (< qm (* (- (+ 7 -16) dvs) (- ih 3))) (- (let* ((st (dummy 1))) (* -30 (- ih st))) (begin ih)) -21) (- 26 -18)));56;200;(let* ((qm (if #t (if #f (if #t 7 (/ -21 -18)) -21) 13)) (dvs 23) (ih 5) (lduv -3)) (* (if (< qm (* (- (+ 7 -16) dvs) (- ih 3))) (- (let* ((st (dummy 3))) (* -30 (- ih st))) (begin ih)) -21) (- 26 -18)));56;200
(let* ((msav 26) (jzerl (if (= 7 -4) -4 1)) (avqb -1) (gygih (- -9 -17)) (mvha 9)) (begin (begin mvha (* (/ mvha jzerl) (* (+ 15 16) mvha)) mvha) (begin -12 -3) (set! mvha jzerl) (set! jzerl 4) (/ msav -24)));43;-13;(let* ((avqb -1)) '());3;200;(let* ((avqb -1)) '());3;100;(let* ((jzerl (if (= 7 -4) -4 1)) (avqb -1)) '());10;100
(let* ((lvbkyj -14) (ph -5) (oset 9)) oset);5;24;(let* ((lvbkyj -14)) '());3;300;(let* ((lvbkyj -14)) '());3;300;(let* ((lvbkyj -14)) '());3;300
(let* ((exejtw (+ 26 -12)) (u (begin 23 0 -20)) (iqbqcv (begin -14 13)) (dvm 23) (wqimip -30) (icij -17)) (if (= dvm (/ dvm (* (* -29 -20) (* 26 -14)))) (+ exejtw 16) (/ (* -17 15) (- (- -12 -4) (- -11 4)))));52;-13;(let* ((dvm 23) (icij -17)) '());4;300;(let* ((dvm 23) (icij -17)) '());4;200;(let* ((dvm 23) (icij -17)) '());4;300
(let* ((iyoaq (/ 23 (if #t -14 21))) (obvl (/ (if #f -6 -4) 21)) (nvn 19) (rsxl 25)) 18);18;-17;(let* ((rsxl 25)) '());3;100;(let* ((rsxl 25)) '());3;300;(let* ((rsxl 25)) '());3;200
(let* ((nca (- (if #f (- -14 22) -16) (begin 27 17 21))) (aon (if #f (let* () -11) 19)) (f 0) (g (if #t 9 -16)) (u 2)) 17);26;1;(let* ((aon (if #f (let* () -11) 19))) '());7;200;(let* ((aon (if #f (let* () -11) 19))) '());7;200;(let* ((aon (if #f (let* () -11) 19))) '());7;200
(letrec* ((fw 7)) (if #t (if (< -22 (- 26 fw)) (- (- (+ fw 1) -17) 0) (/ (* (+ -27 fw) -8) (if #t (begin (- -15 fw) fw) (begin -6 -12)))) (/ (letrec* ((ydrru 20)) ydrru) -18)));48;-26;(letrec* ((fw 7)) (if #t '() (/ (letrec* ((ydrru 20)) ydrru) -18)));11;300;(letrec* ((fw 7)) (if #t '() (/ (letrec* ((ydrru 20)) ydrru) -18)));11;200;(letrec* ((fw 7)) (if #t '() (/ (letrec* ((ydrru 20)) ydrru) -18)));11;200
(let* ((v (* -21 (/ -27 28))) (czwnz (/ -2 -16)) (elvdm 25)) v);14;-7;(let* ((elvdm 25)) '());3;100;(let* ((elvdm 25)) '());3;200;(let* ((elvdm 25)) '());3;200
(let* ((ldpbv -28) (koxht -27) (auy -15) (ivk -26)) (begin (+ (+ koxht -11) 14) (set! ivk (+ -28 (/ 16 25))) (set! ivk 9) 27));24;-22;(let* ((auy -15)) '());3;500;(let* ((auy -15)) '());3;100;(let* ((auy -15)) '());3;700
(let* ((d -16) (hr 14) (mbybtr (begin 16 -3)) (ig 20) (n 8)) (if #t (* (- 17 (/ -2 -4)) -11) ig));21;4;(let* ((n 8)) '());3;200;(let* ((n 8)) '());3;200;(let* ((n 8)) '());3;200
(let* ((jqzey -28) (awdpc 23) (kzapdy -18) (wovrlz (* -30 25)) (i -1)) (+ -1 (* -29 -9)));16;23;(let* ((wovrlz (* -30 25))) '());6;300;(let* ((wovrlz (* -30 25))) '());6;200;(let* ((wovrlz (* -30 25))) '());6;600
(let* ((vek (* 1 (begin 25 -29))) (fao 24) (uzcsm (letrec* () 18)) (wyykt 25) (eqiwdk 8)) eqiwdk);13;-30;(let* ((vek (* 1 (begin -29))) (uzcsm (letrec* () 18))) '());9;200;(let* ((vek (* 1 (begin -29))) (uzcsm (letrec* () 18))) '());9;200;(let* ((vek (* 1 (begin -29))) (uzcsm (letrec* () 18))) '());9;300
(let* ((psnns (begin 2 -8)) (lnyf 11) (kduva -22) (wluhwk (- (- 2 -27) (if #f -12 29))) (ji (if #f 17 13)) (rw -5)) (* (+ (* (/ psnns psnns) (* -21 -21)) psnns) 24));37;8;(let* ((kduva -22)) '());3;200;(let* ((kduva -22)) '());3;200;(let* ((kduva -22)) '());3;100
(let* ((x (begin -20 8 -16)) (orhx 11) (v (/ (if (< -24 -30) (if #t -30 25) -2) (if (< -13 -14) (if #t -27 20) -28))) (rqts 16) (chtve (if #t 14 -7)) (oethb 6)) (begin (set! chtve (+ rqts 25)) (set! rqts (+ -26 x)) 22));46;26;(let* ((v (/ (if (< -24 -30) (if #t -30 25) -2) (if (< -13 -14) (if #t -27 20) -28)))) '());24;100;(let* ((v (/ (if (< -24 -30) (if #t -30 25) -2) (if (< -13 -14) (if #t -27 20) -28)))) '());24;200;(let* ((x (begin -16)) (v (/ (if (< -24 -30) (if #t -30 25) -2) (if (< -13 -14) (if #t -27 20) -28))) (rqts 16)) '());27;200
(letrec* ((vuazfm 4) (ps 14)) (+ -16 (let* ((gkxamk vuazfm) (yw (+ (/ -25 ps) 10))) (* (/ yw 11) (if (= (* 24 vuazfm) -8) yw vuazfm)))));31;-20;(letrec* ((vuazfm 4)) (+ -16 (let* ((yw (dummy 6))) (* (/ yw 11) (if (= (* 24 vuazfm) -8) yw vuazfm)))));25;400;(letrec* ((vuazfm 4)) (+ -16 (let* ((yw (dummy 6))) (* (/ yw 11) (if (= (* 24 vuazfm) -8) yw vuazfm)))));25;300;(letrec* ((vuazfm 4) (ps 14)) (+ -16 (let* ((yw (dummy 6))) (* (/ yw 11) (if (= (* 24 vuazfm) -8) yw vuazfm)))));26;100
(let* ((gxkg (letrec* ((osyuvr 26)) 5)) (ecuss (if (< -22 -30) -26 -5)) (v (if #f -22 30)) (h -5)) (begin (if #f (+ (* -19 gxkg) ecuss) (+ 28 15)) ecuss (* 0 -27) v (- (+ -25 (/ (- -25 -8) -16)) ecuss)));49;-16;(let* ((gxkg (letrec* () 5))) '());4;100;(let* ((gxkg (letrec* () 5))) '());4;100;(let* ((gxkg (letrec* () 5))) '());4;200
(letrec* ((aj -3) (xos 21) (urnn (begin 5 -25)) (q 29) (dsrl -22)) -28);9;-19;(letrec* ((xos 21)) '());3;300;(letrec* ((xos 21)) '());3;400;(letrec* ((xos 21)) '());3;100
(letrec* ((snfh (begin -5 -13 -2)) (xwuf 18) (ehfu (letrec* ((wd 10)) (* 9 (/ wd wd)))) (kqjvj -10) (owsiwr 8) (vgnejj -10)) (/ (* 5 vgnejj) vgnejj));25;-8;(letrec* ((ehfu (letrec* ((wd 10)) (* 9 (/ wd wd)))) (owsiwr 8)) '());12;200;(letrec* ((ehfu (letrec* ((wd 10)) (* 9 (/ wd wd)))) (owsiwr 8)) '());12;300;(letrec* ((ehfu (letrec* ((wd 10)) (* 9 (/ wd wd)))) (owsiwr 8)) '());12;200
(let* ((nid (letrec* ((psz -1)) -11)) (pb (begin 23 -28)) (sq 5) (yjqzyp -4)) (* 16 (if (< -15 (+ -7 (+ (- (+ 30 (/ (+ (/ -11 7) -21) 30)) 21) 8))) (if #f yjqzyp (if #f (begin -19 -17) (/ (if #f -17 nid) (+ 7 -4)))) (- sq (* -20 -1)))));63;21;(let* ((nid (letrec* () -11)) (pb (begin -28))) '());6;200;(let* ((nid (letrec* () -11)) (pb (begin -28))) '());6;200;(let* ((nid (letrec* () -11)) (pb (begin -28))) '());6;600
(let* ((d -24) (a (begin 9 -18 14 -29)) (t 26) (cbyzre -10) (hxkrgh -26) (odr 14)) 28);12;-30;(let* ((d -24)) '());3;400;(let* ((d -24)) '());3;200;(let* ((d -24)) '());3;200
(letrec* ((ixn -22) (efjmg -12)) 8);4;22;(letrec* ((ixn -22)) '());3;200;(letrec* ((ixn -22)) '());3;100;(letrec* ((ixn -22)) '());3;300
(let ((yjtoee (begin (/ -28 (+ -30 -25)) -3 21 -14)) (qnrk 15) (obamtx (begin 15 -23)) (m (if #t 2 3)) (qea 9)) 4);22;-16;(let ((qea 9)) '());3;200;(let ((qea 9)) '());3;200;(let ((qea 9)) '());3;200
(let* ((jv 13) (n 2) (zyh -27) (hsifw (if #f 25 6)) (dcbmd -28)) (begin (begin -2 (+ -12 (* 1 jv))) (- zyh 29) (begin zyh n) (* hsifw -16) -21 (+ 28 (/ (+ -1 -7) -4))));41;-22;(let* ((hsifw (if #f 25 6))) '());6;200;(let* ((hsifw (if #f 25 6))) '());6;100;(let* ((hsifw (if #f 25 6))) '());6;200
(let* ((czeqo 21) (hwzmo -18)) (- (- -20 -27) 30));10;-24;(let* ((czeqo 21)) '());3;200;(let* ((czeqo 21)) '());3;200;(let* ((czeqo 21)) '());3;400
(let* ((chq (begin -2 0 (if #t -17 -7) 25 -16)) (uhtj -13) (j -9) (kh (if #f -13 18)) (ne (+ -20 7)) (dnvi 11)) (begin (set! dnvi (if #t (- 14 4) (* -14 chq))) (set! ne 4) 1));36;-4;(let* ((j -9)) '());3;200;(let* ((j -9)) '());3;100;(let* ((chq (begin -16)) (j -9)) '());5;100
(let ((kv -13) (lyqoh (begin -23 17)) (fw 15) (kcmam -28) (ovmj 11)) ovmj);9;9;(let ((ovmj 11)) '());3;200;(let ((ovmj 11)) '());3;100;(let ((ovmj 11)) '());3;300
(letrec* ((ztqsf (/ (- (if #f (+ -2 (if #f 27 25)) (* 29 (if #t 14 27))) -26) (* (- (begin 0 13) (begin 30 -13)) -15))) (jumgz -24) (mxtiq (/ -5 (* 22 (if #f 1 -18)))) (w (/ -20 (- -26 8))) (mqm -22) (wo -18)) (/ (begin -2 11) wo));59;27;(letrec* ((w (/ -20 (- -26 8)))) '());9;200;(letrec* ((w (/ -20 (- -26 8)))) '());9;200;(letrec* ((w (/ -20 (- -26 8)))) '());9;300
(letrec* ((toa (begin -22 -16 -17)) (gqdp (let* () -14)) (lfehdx (- 16 13)) (rhrfug -5)) -6);13;6;(letrec* ((gqdp (let* () -14)) (lfehdx (- 16 13))) '());8;300;(letrec* ((gqdp (let* () -14)) (lfehdx (- 16 13))) '());8;400;(letrec* ((gqdp (let* () -14)) (lfehdx (- 16 13))) '());8;200
(let* ((vr -8)) (* (/ -11 -26) vr));9;2;(let* ((vr -8)) '());3;100;(let* ((vr -8)) '());3;400;(let* ((vr -8)) '());3;200
(let ((prcue -27) (qpi -24) (bywr (if (= -9 26) 25 (if #t 0 -2))) (o (- (if #f -18 4) -9)) (u -4) (gce 27)) (if #t (/ gce prcue) (letrec* ((qea -21) (blnjwd 6)) (begin (if #f 9 -13) 14 (- 7 (* (- (+ -17 (* bywr 2)) blnjwd) (+ 13 (/ blnjwd o))))))));59;-15;(let ((qpi -24)) '());3;200;(let ((qpi -24)) '());3;200;(let ((qpi -24)) '());3;200
(let* ((wkwjbg (begin -25 -25 -24)) (pkhnz -3) (x -6) (cad 11) (eu -28)) -26);10;-4;(let* ((pkhnz -3)) '());3;300;(let* ((pkhnz -3)) '());3;500;(let* ((pkhnz -3)) '());3;100
(letrec* ((lptua (begin 6 19 0)) (mcxpvq 23) (kr (/ -8 9)) (txus 28)) 11);12;-17;(letrec* ((txus 28)) '());3;500;(letrec* ((txus 28)) '());3;200;(letrec* ((txus 28)) '());3;200
(let* ((kkj -8) (evrrng 20) (zjex (begin (if #t 1 21) -16 -15)) (vof (let () 9)) (dk (* 24 7)) (qyn -28)) (if (< dk qyn) kkj 11));24;-6;(let* ((kkj -8) (vof (let () 9)) (dk (* 24 7)) (qyn -28)) '());10;100;(let* ((kkj -8) (vof (let () 9)) (dk (* 24 7)) (qyn -28)) '());10;200;(let* ((kkj -8) (vof (let () 9)) (dk (* 24 7)) (qyn -28)) '());10;300
(let ((nb (+ -6 (if #t -8 10))) (sbdwv (+ 1 -5)) (equmd -28)) sbdwv);14;5;(let ((equmd -28)) '());3;100;(let ((equmd -28)) '());3;200;(let ((equmd -28)) '());3;100
(letrec* ((s (let* ((v (begin -20 9)) (htih (+ 22 -12)) (rvzyd -24)) (if (= (+ 0 rvzyd) rvzyd) -6 v))) (mzwd (begin (letrec* () 25) 8 -21 -20)) (waqclr 13) (u (* (* 15 1) (if #t 23 -4))) (le 16) (mydjcq 14)) s);40;16;(letrec* ((s (let* ((v (begin 9)) (rvzyd -24)) (if (= (+ 0 rvzyd) rvzyd) -6 v))) (mzwd (begin -20)) (le 16)) '());19;100;(letrec* ((s (let* ((v (begin 9)) (rvzyd -24)) (if (= (+ 0 rvzyd) rvzyd) -6 v))) (mzwd (begin -20)) (le 16)) '());19;100;(letrec* ((s (let* ((v (begin 9)) (rvzyd -24)) (if (= (+ 0 rvzyd) rvzyd) -6 v))) (mzwd (begin -20)) (le 16)) '());19;700
(let* ((rvof (if #f 4 3)) (ljvvom (begin 24 29)) (w (+ 30 26)) (jp -17) (xkszw 22)) (* -14 xkszw));18;20;(let* ((rvof (if #f 4 3))) '());6;300;(let* ((rvof (if #f 4 3))) '());6;200;(let* ((rvof (if #f 4 3))) '());6;100
(let* ((vqaxfc (if #t 26 15)) (tcujku (/ 9 (* 8 5))) (tsrleo 8) (iq -8) (umnmsw (if #f 2 26)) (bcvh -20)) (if (= umnmsw umnmsw) (begin (- (* -25 -25) bcvh) (set! iq (/ -15 16)) tsrleo bcvh) (begin iq (if #f -6 13) (set! bcvh -15) bcvh)));48;-25;(let* ((umnmsw (if #f 2 26)) (bcvh -20)) '());7;200;(let* ((umnmsw (if #f 2 26)) (bcvh -20)) (if (= umnmsw umnmsw) '() (begin (set! bcvh -15))));15;300;(let* ((umnmsw (if #f 2 26)) (bcvh -20)) (if (= umnmsw umnmsw) '() (begin (set! bcvh -15))));15;200
(let* ((lpg 29) (yvroi 1)) (* lpg (begin (/ (/ lpg lpg) (/ (* (+ 10 (/ yvroi lpg)) lpg) lpg)) (if #t lpg (- (/ -18 18) yvroi)) 7 lpg)));38;-14;(let* ((lpg 29)) '());3;500;(let* ((lpg 29)) '());3;100;(let* ((lpg 29)) '());3;200
(let* ((qfo 20) (xrsj (/ (+ -17 -14) 29)) (tuxcg 20) (wz (if (= -24 -27) 14 1)) (v -22) (p 3)) (+ (/ -29 18) (+ -20 wz)));29;29;(let* ((p 3)) '());3;200;(let* ((p 3)) '());3;200;(let* ((p 3)) '());3;200
(let* ((bh (/ (begin -30 21) 16)) (xjow (let* ((jfu 13)) (* jfu -8))) (naqr (begin -5 -13)) (k (if #f 22 15)) (rtfm -22)) (- naqr 0));25;2;(let* ((xjow (let* ((jfu 13)) (* jfu -8))) (naqr (begin -13))) '());10;100;(let* ((xjow (let* ((jfu 13)) (* jfu -8))) (naqr (begin -13))) '());10;200;(let* ((xjow (let* ((jfu 13)) (* jfu -8))) (naqr (begin -13))) '());10;300
(let* ((ir (let* ((ejf -30)) (+ ejf ejf))) (rsojwu (begin 5 27 -10)) (zylg 30) (upfj (/ 10 5)) (blrybj 11)) (/ 3 16));21;15;(let* ((ir (let* ((ejf -30)) (+ ejf ejf)))) '());8;200;(let* ((ir (let* ((ejf -30)) (+ ejf ejf)))) '());8;300;(let* ((ir (let* ((ejf -30)) (+ ejf ejf)))) '());8;300
(let* ((xcnic 13) (creitb -16) (jzkpfm (- -8 (if #f 12 -23))) (u (- -29 -24)) (jyuc 22)) 26);16;-6;(let* ((jyuc 22)) '());3;300;(let* ((jyuc 22)) '());3;200;(let* ((jyuc 22)) '());3;400
(let* ((q -4) (mje (if #f 29 -7)) (t -21) (tnqxgl (+ 16 -30)) (fnneaz -27) (achac -6)) (let ((zsshnh achac) (gcosdb fnneaz) (pjo 0) (aweec 3)) gcosdb));19;15;(let* ((achac -6)) '());3;100;(let* ((achac -6)) '());3;300;(let* ((fnneaz -27) (achac -6)) '());4;300
(let* ((nsr (if #t 19 (begin 27 -9 -27))) (mujex -23) (dtj (+ (letrec* () 4) 12)) (oxmjyp (begin 6 18)) (t -27) (sone -26)) (if #t (if #f (* sone t) (/ -11 nsr)) 1));32;-9;(let* ((dtj (+ (letrec* () 4) 12)) (oxmjyp (begin 18))) '());9;100;(let* ((dtj (+ (letrec* () 4) 12)) (oxmjyp (begin 18))) '());9;200;(let* ((dtj (+ (letrec* () 4) 12)) (oxmjyp (begin 18))) '());9;100
(let* ((sutf (- 26 18)) (utvnea 28) (nw -22)) (let* ((fera (if #t (let* () (- 6 21)) (begin (set! utvnea 24) sutf))) (tqhnnx 9) (o (if #f 20 28)) (ykrgaw 30)) (* (/ (* 20 (/ 9 utvnea)) tqhnnx) 21)));38;11;(let* ((sutf (dummy 3))) (let* ((fera (if #t (let* () (- 6 21)) (begin sutf))) (tqhnnx 9)) '()));16;400;(let* ((sutf (dummy 2))) (let* ((fera (if #t (let* () (- 6 21)) (begin sutf))) (tqhnnx 9)) '()));16;200;(let* ((sutf (- 26 18))) (let* ((fera (if #t (let* () (- 6 21)) (begin sutf))) (tqhnnx 9)) '()));17;100
(letrec* ((ut (+ -17 (if #f -16 (begin 30 -26)))) (m (if (< -9 3) -7 (+ (begin 13 30) (if (= 8 14) -25 (if #t -25 22))))) (j (begin 26 -7)) (atutt (begin 23 -21)) (utk 26) (hqp 11)) hqp);40;-10;(letrec* ((j (begin -7))) '());4;400;(letrec* ((j (begin -7))) '());4;400;(letrec* ((j (begin -7))) '());4;300
(let* ((r (begin -20 -24)) (cbta (if (< 27 17) (* 26 17) 10)) (w 30) (sq -2)) (begin 30 (set! sq 22) (* r 7) sq cbta));26;19;(let* ((sq -2)) (begin (set! sq 22)));5;300;(let* ((sq -2)) (begin (set! sq 22)));5;200;(let* ((sq -2)) (begin (set! sq 22)));5;200
(let ((dlfqy -28) (hykk (* (begin -7 4) (begin 22 1))) (ajbqzq -25) (dzmlh -24) (gp -9)) ajbqzq);14;27;(let ((ajbqzq -25)) '());3;200;(let ((ajbqzq -25)) '());3;200;(let ((ajbqzq -25)) '());3;500
(letrec* ((vn (begin 13 (/ -4 24) 26 -24)) (ayj (begin -19 -16 23)) (oan (+ 16 (+ -12 -9))) (q 24) (x 1)) (begin x (begin (+ vn -27) -24) (set! oan (- vn (/ 13 7))) (set! x -6) 12 19));42;-25;(letrec* ((vn (begin -24))) '());4;100;(letrec* ((vn (begin -24))) '());4;600;(letrec* ((vn (begin -24))) '());4;400
(letrec* ((pom (/ 13 15)) (zzvpa -11)) (if #t (+ 8 pom) (begin (/ pom -22) (begin 25 (+ 21 20)) (set! zzvpa 11) (set! pom pom) zzvpa)));28;29;(letrec* ((pom (dummy 2)) (zzvpa -11)) (if #t '() (begin (set! zzvpa 11) (set! pom pom))));13;200;(letrec* ((pom (dummy 0)) (zzvpa -11)) (if #t '() (begin (set! zzvpa 11) (set! pom pom))));13;100;(letrec* ((pom (/ 13 15)) (zzvpa -11)) (if #t '() (begin (set! zzvpa 11) (set! pom pom))));14;300
(letrec* ((tlqw 16) (mmzeol -16)) (/ tlqw -29));7;1;(letrec* ((mmzeol -16)) '());3;200;(letrec* ((mmzeol -16)) '());3;200;(letrec* ((mmzeol -16)) '());3;300
(let* ((svibtv (let* ((jjby (+ 29 -15)) (bgze 9)) -24)) (wsi (/ 8 (/ -9 -21))) (swhvtq (let* () -22)) (vk -17) (ddm 0)) (- -13 2));23;2;(let* ((svibtv (let* () -24)) (swhvtq (let* () -22))) '());6;200;(let* ((svibtv (let* () -24)) (swhvtq (let* () -22))) '());6;200;(let* ((svibtv (let* () -24)) (swhvtq (let* () -22))) '());6;200
(letrec* ((im 18) (ii (/ (if (= -5 7) 19 -19) -25)) (ee 22) (m (/ 28 -9)) (ivouax 24)) (begin (/ -20 (+ -7 (* (* -17 (- m -30)) (/ (- im (- -19 -14)) m)))) (set! ee -29) (begin (set! ivouax 6) (/ ii 16)) ivouax -4 -7));56;-6;(letrec* ((ivouax 24)) (begin (begin (set! ivouax 6))));6;300;(letrec* ((ivouax 24)) (begin (begin (set! ivouax 6))));6;500;(letrec* ((ivouax 24)) (begin (begin (set! ivouax 6))));6;100
(let ((idejza -18)) (- (letrec* ((wgquzp -22) (m 25)) (begin m (set! idejza 12) wgquzp)) (/ (/ idejza (* (if (= (- 27 27) idejza) -21 (/ (* 11 -29) (* (+ (+ (- -5 (- -6 (/ 15 -12))) (+ (* idejza idejza) 15)) 17) (+ -19 idejza)))) idejza)) (if #t -3 -30))));67;29;(let ((idejza -18)) (- (letrec* ((wgquzp -22) (m 25)) (begin (set! idejza 12) wgquzp)) (/ (/ idejza (* (if (= (- 27 27) idejza) -21 (/ (* 11 -29) (* (+ (+ (- -5 (- -6 (/ 15 -12))) (+ (* idejza idejza) 15)) 17) (+ -19 idejza)))) idejza)) (if #t -3 -30))));66;200;(let ((idejza -18)) (- (letrec* ((wgquzp -22) (m 25)) (begin (set! idejza 12) wgquzp)) (/ (/ idejza (* (if (= (- 27 27) idejza) -21 (/ (* 11 -29) (* (+ (+ (- -5 (- -6 (/ 15 -12))) (+ (* idejza idejza) 15)) 17) (+ -19 idejza)))) idejza)) (if #t -3 -30))));66;200;(let ((idejza -18)) (- (letrec* ((wgquzp -22) (m 25)) (begin (set! idejza 12) wgquzp)) (/ (/ idejza (* (if (= (- 27 27) idejza) -21 (/ (* 11 -29) (* (+ (+ (- -5 (- -6 (/ 15 -12))) (+ (* idejza idejza) 15)) 17) (+ -19 idejza)))) idejza)) (if #t -3 -30))));66;300
